longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-118.88228645084712,33.989721828498816,18.8,17611.15056291901,6063.664574203702,12647.094866060208,5732.057621687432,11.461527298146631,<1H OCEAN,14999.0
-119.63969718821572,38.33272909142839,18.8,2451.2320297190995,253.329560389819,871.4429213547713,268.36721198967825,1.9153609003980787,INLAND,14999.0
-118.46648762231612,34.005727806076344,37.2,2224.9788992202325,626.3361150290202,1207.0065133876649,750.2472797642107,1.2138099440114365,<1H OCEAN,14999.0
-117.36135058123882,34.205240438882086,22.8,3838.22985186666,391.80872105872464,1599.0756379191475,361.61388541888766,4.289937027677669,<1H OCEAN,14999.0
-117.31173387455794,32.84624695662322,17.2,16690.054009441297,2731.83890172719,13150.16651274547,2603.4324514713217,12.4245074536338,<1H OCEAN,14999.0
-120.30954220077945,40.750069792124,17.6,1756.6695288947478,590.7710316250499,1078.4699131812597,525.1087958542884,3.213295447950157,INLAND,14999.0
-120.41401756493934,37.84234319287174,18.0,7477.691050123351,1265.3690451021234,1938.7794400646303,1156.6219037095136,3.55519898295796,NEAR BAY,14999.0
-119.85933693958198,38.14513252766457,26.0,1675.94040929385,325.34456790246645,774.2494014194816,277.0183604834644,3.383057172108618,INLAND,14999.0
-120.35593688212474,40.38385104883785,17.2,2055.126463998837,590.7869654553446,405.11515061862656,480.6125454242836,5.877938043377277,INLAND,14999.0
-118.11293664831736,32.826264567586186,20.0,36874.11388890122,6163.52484437137,14125.687616232244,5821.867032893204,1.680069052683275,<1H OCEAN,14999.0
-117.75251827371363,33.99732840898152,14.4,18690.664993717957,6256.738861862509,28309.589100464385,5922.622158962912,12.3167612276178,<1H OCEAN,14999.0
-122.17110081078977,38.12030877616729,18.0,15989.12172440838,2684.2996348783604,11363.149463432645,2609.3477421878715,5.925058144067124,NEAR BAY,14999.0
-118.35625502351816,33.73394075313675,26.0,7905.565380651402,1373.9358437110054,9872.955591226915,1327.6945864657623,3.802886124779095,<1H OCEAN,14999.0
-118.32236477233758,34.12072768049564,37.6,47.82409104887026,316.94322032293843,288.0789862729327,349.1399788412125,2.679263026140994,<1H OCEAN,14999.0
-121.91040393518291,37.44432368974069,26.4,4634.98180289729,538.1624646794894,945.705624267856,454.99786731623993,11.82699306445408,<1H OCEAN,14999.0
-117.97594945015058,34.57204721853185,5.0,4170.190610200211,794.9691433128829,2394.26694105758,738.1617460402571,5.406831810102549,<1H OCEAN,14999.0
-117.05181503825398,32.6144024525174,20.2,3122.468278864508,644.783591072956,1109.50597377855,675.1250820206769,10.653813147886495,<1H OCEAN,14999.0
-119.723592284446,37.97335915165799,17.8,4644.50360563316,785.7593488927836,2822.7880048392776,748.5242439644701,2.8865156793117093,INLAND,14999.0
-118.8798466491536,33.98817378736059,17.0,38328.37867519501,2833.7990466786546,27624.69637416296,5734.465064736424,4.211226773539587,,14999.0
-121.61230115231643,36.8177865361068,4.2,4499.86338222303,750.3147864605568,1125.6819057533708,586.7148862974054,2.119352192365949,INLAND,14999.0
-118.42494947672704,34.19091292450226,23.6,1533.856104205329,360.1282904770058,819.7276831683068,351.74278134311146,4.997147102417808,<1H OCEAN,14999.0
-122.38921688295882,38.19856160872117,26.0,36910.4436496744,6009.786925686706,11809.450807566162,2603.038144818982,12.94857917839118,NEAR BAY,14999.0
-118.28687379869092,32.829710340832754,16.6,38630.74836239562,6182.595703768915,14124.601748443349,5828.0635780187,5.739536061215317,<1H OCEAN,14999.0
-122.45000546672848,34.07255681821437,19.2,16233.378608079018,5862.049639479502,11357.133936771455,2598.994839432648,11.408289190699902,<1H OCEAN,14999.0
-117.78838745318316,34.34897347304248,16.8,3755.991184202021,618.2879508503918,1325.4691228201775,717.6476074637956,4.2895790236225535,<1H OCEAN,14999.0
-122.4483509345954,35.55264390067492,15.2,38347.42911902988,5644.575865487469,27890.299176453216,5459.4640399384,5.517519806428537,INLAND,14999.0
-122.61991681994635,37.29670248189166,18.200000000000003,3193.8967394218544,1254.910619026495,4737.45639412628,1194.8064117682648,13.456682931745329,<1H OCEAN,14999.0
-120.45734034989664,40.73998025194975,16.4,50.5269563651008,274.1603278473859,773.2727987443267,251.64038869567224,2.2573195298332767,INLAND,14999.0
-118.61615126906572,36.57293921470711,21.2,691.7815329343504,360.3748882560466,1228.2836564486574,999.059031999218,3.8967550304337992,<1H OCEAN,14999.0
-117.01316627472248,32.65781265109727,43.0,2216.2770592496445,526.4286015046362,1633.9847644038928,506.7431341206522,1.7472629442199048,<1H OCEAN,14999.0
-118.32712992586596,34.0841921603899,17.6,8671.792022968593,1413.3661487662157,5940.24957262614,1371.0138564007389,3.3762873130968742,<1H OCEAN,14999.0
-120.57746834051504,40.499087879597,23.2,1424.8017704688948,664.5085582098711,721.0682816200583,594.62057496971,5.287245818985614,INLAND,14999.0
-119.68802502725693,35.75418678875644,19.6,17924.27558554203,2887.203305898747,13817.840919217058,2849.507356254735,5.698354288348568,INLAND,14999.0
-116.89500003556373,34.50908012390115,17.6,4689.542008122323,511.8383261838085,1777.0336404610505,532.2354465690989,4.6953622295089215,<1H OCEAN,14999.0
-122.08721011629729,39.93778899999517,36.0,2122.49374244653,245.5851442284382,166.08689420532596,227.9543438020521,3.320591951649564,INLAND,14999.0
-123.20982211965595,37.70777762360121,42.8,1468.2581858481883,570.8407791400889,1466.82904485353,531.7130429241138,3.41293619102124,<1H OCEAN,14999.0
-123.4414611415778,37.82631696885133,19.6,16323.81814839966,2639.848584398359,4222.587593285737,2515.900044517336,11.928812188149225,NEAR BAY,14999.0
-123.0664516068521,35.932989437897454,21.6,1516.042442881512,441.9796595286996,1767.7612353204192,731.9099547152664,10.19797867192572,<1H OCEAN,14999.0
-117.00224342893162,32.91962557362616,15.8,1173.2421649389998,60.419313164292674,838.5780367475417,410.84169674614486,4.577209277567992,<1H OCEAN,14999.0
-117.2309420806358,33.766145777985486,25.0,1975.959127669213,390.5365937551336,322.3566295638114,322.66519301307045,11.737339417605533,NEAR OCEAN,14999.0
-122.07644472555408,38.51616284763119,19.6,16026.055622981408,2723.362966717771,6002.145399913226,2623.4093200497814,10.61343749437219,INLAND,14999.0
-118.17389224799906,33.86120933218655,18.0,17592.05046542735,6084.805733275554,13148.381986661438,5726.881015982916,12.141258936912882,,14999.0
-120.37844721741703,40.36821355608251,14.6,3529.394798999046,594.7569542913131,1482.030202997157,550.648969464388,2.524137010523127,INLAND,14999.0
-117.9962428266942,34.19664455423286,20.2,1814.164234111124,355.9466247565454,823.9821794026024,338.2934848489923,10.833085205322872,<1H OCEAN,14999.0
-122.17455264517676,38.41436077726874,18.0,16113.986033299005,5962.935535194803,10876.215083635696,2603.354747167871,13.174788294997088,NEAR BAY,14999.0
-123.87899370607198,37.97807494060092,20.0,18541.142215649863,6164.200801863149,13790.58429434676,5827.768506396508,1.769005401754869,INLAND,14999.0
-117.82557617219992,33.888400611702444,18.4,3749.601086301636,488.1889976792012,3242.508957445507,382.2495698817655,13.014801451223368,<1H OCEAN,14999.0
-122.03437423150156,33.41381485663443,27.8,3046.161071894262,460.7756528518572,1327.1779946173024,463.0149701014196,4.254763363056831,<1H OCEAN,14999.0
-118.28541871460511,33.983005083672005,17.0,18531.615808233066,5881.288230197572,13106.807541931004,2587.0225717444023,11.40441073072192,<1H OCEAN,14999.0
-117.13452404029309,33.73309842355388,25.8,1354.2478605742212,264.77305276314104,2162.5632712113584,201.8635898525509,5.817484088558747,<1H OCEAN,14999.0
-118.13034142123078,33.77820238025817,26.4,1717.2819212696704,163.9901838141936,146.70745939335495,156.87364341315666,2.182017942496184,<1H OCEAN,14999.0
-117.08268396277276,33.01547562358795,25.8,43.8866952126582,355.9604400775769,387.8391058230398,306.9974133118515,2.2755429696600986,<1H OCEAN,14999.0
-121.9851797129575,38.04648933400552,18.4,8364.059026788467,4559.90060053647,2824.4228383825216,1237.1607463725752,2.889495521798775,INLAND,14999.0
-120.46636101612737,35.84262211195953,20.0,2565.5908826518785,789.372496448544,1583.4326576759183,681.7078705718061,3.1528970365791107,INLAND,14999.0
-122.46197475263662,38.03818981293547,19.6,1924.634255486688,699.8081737986785,2603.1941416615605,649.66264527842,3.67730316989231,NEAR BAY,14999.0
-122.58359828919954,37.97334786833575,18.4,17623.754746393242,6047.7662184365945,13552.79744391348,5720.8693389126265,1.8036249654567624,INLAND,14999.0
-118.1318768259282,33.90019589223205,17.2,18693.414418491862,2934.349989875534,5784.889703764089,5845.767995696927,5.811512377948829,<1H OCEAN,14999.0
-117.26751254834176,33.362985746607414,15.8,3066.077735855728,427.23297760967,403.4630261870248,387.7452018586325,12.5015458135408,<1H OCEAN,14999.0
-118.1931952405449,34.28839774162704,18.0,18049.57765952628,6082.371980231575,13092.683719187902,2708.2574568873406,11.461741838595048,<1H OCEAN,14999.0
-122.26187989537416,37.50790765126653,21.8,6298.286516083006,1258.008032606218,2982.7857887346263,1220.8743239203177,2.34655957178568,<1H OCEAN,14999.0
-122.1617835450386,38.06774069585319,17.0,1967.5902436630777,238.4485016682764,11.592500809019548,347.19126613931525,2.759619793058773,NEAR BAY,14999.0
-116.8661186534623,32.741662423378244,18.0,17931.400006465938,2838.398013713164,13329.4972655155,5809.997229773318,4.946904097389012,<1H OCEAN,14999.0
-118.34212298826132,33.86241139380085,17.8,19000.662019051764,2860.7402430073685,13288.98019851022,5870.35269888778,12.367416409456292,,14999.0
-117.0996141614927,32.8471734663628,20.0,7755.469589863314,1369.507902789048,2157.963469286208,1320.4664452826755,5.708133989791114,<1H OCEAN,14999.0
-114.72822759198448,37.1105184520433,17.0,619.4213980383755,120.40224281498284,355.98194749001,138.77439663647078,2.722459643304618,INLAND,14999.0
-117.97953127722944,34.17004880846479,14.6,4181.192639343718,674.7218043472901,1621.047695132915,608.0271795454964,13.558261765546762,<1H OCEAN,14999.0
-117.2449305439682,34.02989866511195,51.6,2604.637396019566,519.7775071642309,1886.081846657461,569.1301017015078,4.022936596621954,<1H OCEAN,14999.0
-118.14597749734205,34.195584907863655,5.0,16884.091400676894,2556.749875501672,5756.437852886375,2431.238183083068,6.719522514990257,<1H OCEAN,14999.0
-118.2326415461401,33.934169147322926,18.0,36948.95468350662,6060.521741705835,28294.5688715164,5828.023651242029,12.764493973330731,,14999.0
-122.36654555813794,33.3860242048502,19.6,1907.3313933409129,265.985305173552,1325.5635510216382,250.995166321284,11.757744743954774,<1H OCEAN,14999.0
-117.11529304409522,32.59251753541234,15.6,18997.845748591662,5982.46558597625,13134.694293325463,5626.068771969077,11.857423615080473,<1H OCEAN,14999.0
-117.99848320137907,33.18102857634449,20.0,3943.4801790429,497.8798302348889,829.9036369807794,609.2834288506498,6.203098527409137,<1H OCEAN,14999.0
-117.0380835260749,32.60741391108078,19.0,18224.28217429069,6069.890815914816,28324.03311055783,5839.856667925337,11.765931848789291,<1H OCEAN,14999.0
-117.2880874935114,34.24282096990217,24.2,421.07729358530537,399.023830981465,652.6543879526794,306.3683457077408,5.369098680329136,NEAR OCEAN,14999.0
-121.97575166039768,38.05693361306725,36.0,1475.8704832442734,462.7856785370469,1594.9492206151945,414.0278988315323,4.324518826426756,<1H OCEAN,14999.0
-122.02347987194392,38.393841580342,19.6,1501.2513380617022,255.15998090015725,824.5453037343791,240.5536063000452,10.518344056915454,<1H OCEAN,14999.0
-117.1165163695548,32.7601435674867,14.0,18153.495778358425,2936.263966971837,13119.984382620776,5830.966022484462,4.607276915303101,<1H OCEAN,14999.0
-118.39170118499588,33.94289264963309,49.0,965.7925282297172,175.965812106376,429.3048573691176,171.67260512725278,3.079522042522771,<1H OCEAN,14999.0
-121.72014721208488,41.48070566953875,18.0,1996.6076887288611,751.4828322442442,1121.8787682086413,716.7090025680859,3.654952610864456,INLAND,14999.0
-117.26786464996586,33.09325216191431,18.4,1062.2655645800442,589.7695903910253,1322.0610887247744,437.3503353838693,5.926151136615512,NEAR OCEAN,14999.0
-122.46857692925228,37.90256279634605,16.0,4310.768983226914,1265.980757150096,2438.7149319228984,1213.589270090356,2.018862242410276,NEAR BAY,14999.0
-117.04604675836303,33.03076504447515,18.0,187.05961827772197,369.72469483332816,1159.6518111335236,335.77865576087004,2.388456474979025,NEAR OCEAN,14999.0
-119.60308371999604,37.96452064709843,14.8,884.0429637315783,864.0419810644913,1362.198161857016,930.124680440902,0.8931100086700661,INLAND,14999.0
-116.8264970053538,33.78711004391478,17.2,8593.310454537932,1378.0332461756266,2484.44433722376,1316.2335938953872,2.8687488490269164,<1H OCEAN,14999.0
-119.94684320703077,33.5353774881096,17.400000000000002,1867.177467941115,436.2535855516916,1340.1898070783795,406.05091113016266,2.274786961624885,INLAND,14999.0
-117.61865928753016,34.66855523078203,17.0,519.4172213793306,173.78941892850898,255.0985519790786,146.45347395014332,6.276637731150756,INLAND,14999.0
-117.3233914552474,33.822203005513224,19.4,2689.509932021962,377.7911499088609,1001.7898310198892,319.86738643489485,3.216012674454393,<1H OCEAN,14999.0
-117.8757913235402,34.354298756379706,30.0,4097.327832728002,531.8195909314834,1972.1870923077656,669.208253698472,1.5332957897999313,NEAR OCEAN,14999.0
-118.14919466042872,33.83710507980713,49.2,2662.518665573215,565.0996595463016,1225.6276629410283,674.2998252795776,3.756864080773984,NEAR OCEAN,14999.0
-123.12957346464962,37.25190960309513,26.0,1417.1611400957129,484.5359555332773,1478.8871983182355,492.9029162551517,1.3573729428277057,<1H OCEAN,14999.0
-120.02570984025384,40.42591496960864,17.8,2985.805614816911,478.3595137934572,1157.441490273327,434.3400220764661,4.139973973342467,INLAND,14999.0
-122.92185266790256,38.24838193934839,21.2,2056.152136078605,490.0241563285292,1317.524937219807,453.6542675682936,4.803267297225671,INLAND,14999.0
-117.98104986976624,33.466747063998305,17.6,1286.0093179061098,425.32498095099,1108.2729738304097,417.48677248472507,3.318419889551662,<1H OCEAN,14999.0
-118.96812952995722,33.787030072546806,14.8,17615.655991462445,6061.01568444353,13064.633555597771,5708.06563149627,11.431854852107902,,14999.0
-122.7635919269299,38.34176985885058,26.0,3957.2576498652943,520.6710289557631,3571.6856411366457,666.2393396446107,3.5006799089737184,<1H OCEAN,14999.0
-117.07676810427726,33.85182134736139,43.400000000000006,298.9859821393588,400.7543094669828,852.8251036225877,335.25063688197423,10.5035877982971,<1H OCEAN,14999.0
-122.07572906563192,37.636313679026514,26.200000000000003,1142.7550485294207,391.3499212689581,896.6813404352129,309.635453317928,2.043802361064987,INLAND,14999.0
-120.42738926836228,40.2575773498876,18.4,3762.103710471211,586.374130164593,1142.3736781306504,485.2805335485098,2.7454024294459503,INLAND,14999.0
-121.87695563203816,35.889361414234,18.6,1941.645530560903,399.6048546523333,1241.7798864477734,347.3598689884785,4.811659003296997,INLAND,14999.0
-118.93622652197868,33.973640920897864,17.6,17591.88195973772,6063.628382503667,13315.687551710447,5732.7949743910685,4.550828017119115,<1H OCEAN,14999.0
-118.31138499849509,33.99964314200674,17.6,19153.88087288846,2863.274469203845,13791.717512568392,2848.336764043974,12.313423799710888,<1H OCEAN,14999.0
-117.36589036018026,33.83001487235073,17.0,2137.2663461527013,478.7966273701276,608.8972345806885,474.1065323835021,4.698748968599515,<1H OCEAN,14999.0
-118.29095320447836,33.83583054201813,18.6,17457.48963224969,2858.9711107299595,13344.013112599732,5734.465064736424,12.141440395046567,,14999.0
-119.2269738092546,36.56013409874638,17.2,2378.706227008417,767.5771066077466,953.806970742719,592.3393302677058,2.054048371558718,INLAND,14999.0
-120.34740003771088,38.25374526829546,17.2,2537.5204913759417,644.2478302827217,1309.8453421133677,394.62808685927376,4.674969982135824,INLAND,14999.0
-116.86922203992476,34.292992455044995,17.2,18075.601769045366,2942.238179598292,13092.769894315345,2811.1616587015246,10.047594068752485,<1H OCEAN,14999.0
-122.46291546221656,38.37116430233959,18.4,4454.195474993949,644.8098083752695,2431.9331994461672,670.4144642752163,3.155381657172525,<1H OCEAN,14999.0
-118.99687588413406,33.99894843771563,18.0,8574.486061172673,1323.674007390317,2723.969154699,1272.8846266504574,1.1291817131262,<1H OCEAN,14999.0
-118.15220068970746,33.75954326858035,30.2,824.1282469393052,339.73881660093065,1771.0542850082402,331.3161093085809,4.172637109248326,<1H OCEAN,14999.0
-122.2121579210046,37.97801459344989,18.8,17582.20886165048,5686.106465427462,12645.793759962962,5424.879195559276,13.06189958706582,NEAR BAY,14999.0
-122.36176065873627,38.07405370588276,20.0,3297.0061188263367,527.28513790534,1046.6398017878273,411.8572484692226,4.185276862720627,INLAND,14999.0
-117.69553593786095,33.99069979237874,14.0,3100.942256031777,787.9825683271006,2801.1031293301157,557.2339808892538,2.3358413947230536,<1H OCEAN,14999.0
-122.2639904106115,38.18098300989042,14.4,2944.86231162,92.43743742337392,504.6637294503543,269.05984245591327,4.569728974243819,<1H OCEAN,14999.0
-117.15958491032237,35.42823722785996,29.6,1844.983583284771,275.0499231950496,874.0628301084654,257.35729288667375,3.705074188031856,<1H OCEAN,14999.0
-117.04578136372749,33.92604592432875,23.4,2010.2692369376937,209.73614907561245,685.9328639590956,240.05690162397383,6.821041166595309,<1H OCEAN,14999.0
-118.2694810411426,33.99904791060813,44.6,2964.783442945868,311.50855539704406,831.795492929126,307.8460866827159,1.7110311553174935,<1H OCEAN,14999.0
-118.37194273297254,33.92746713216125,19.2,16716.441769746234,2582.506337534987,6002.565867765706,2442.4489721004966,3.247899950910546,<1H OCEAN,14999.0
-119.49065348521356,38.072299526115486,5.0,7753.273129596206,1436.9041310045643,3212.247369038464,1371.2562331727836,3.1351482109870874,INLAND,14999.0
-117.65826582526516,33.964051928616605,17.0,18619.611123496576,2986.331084984665,13805.488847251629,5868.04280035222,6.08813989088187,<1H OCEAN,14999.0
-118.21334110861255,33.94162139824862,17.0,19048.712688459716,2935.9753725973364,13818.208423748429,2787.5917412626072,4.891338492619348,,14999.0
-121.88172617377984,37.76037183302231,17.0,2921.054143006228,574.9562084381366,2614.35705938152,530.8662497929452,5.919560662817643,INLAND,14999.0
-120.19672351906232,37.89759764159974,16.0,684.1642189077485,224.42201087424115,478.335199663028,378.8462326759114,1.4821322361937337,INLAND,14999.0
-123.01101479057712,40.23808024448997,10.4,4992.308018288181,2752.614879013881,2466.699523144099,2420.0107352552027,3.032098333354387,INLAND,14999.0
-122.07511733160472,37.94642101292881,18.0,538.6707472057712,183.6038256898997,852.4900062062056,46.9148091615445,1.7251349134715357,INLAND,14999.0
-116.89046976372146,34.053679563767204,19.6,3934.198140120645,639.2228643433709,663.275927958143,625.5778338265553,6.307411704495668,<1H OCEAN,14999.0
-117.42120441869628,32.87687384344099,25.4,7627.730980547549,1326.8709503956768,3007.654535272311,1304.894874954805,4.122189931746267,<1H OCEAN,14999.0
-122.66495455515454,32.85304397954909,17.2,4453.520408629794,439.4429637385632,999.9905012752838,406.2497280720271,3.8831145124643145,<1H OCEAN,14999.0
-118.17118990356596,33.92195595882878,18.4,17620.942156016114,6044.69424797308,13539.524339527945,5708.30299052021,8.727462763369587,<1H OCEAN,14999.0
-117.88665372549944,34.505300419089686,20.2,3720.145281103939,556.3446079407224,2907.635025795464,529.0423564068141,4.120018261274909,<1H OCEAN,14999.0
-118.47452267563077,33.87527032792225,27.4,2670.7982206001875,530.9962440091176,2729.173944856779,561.0412638075746,2.223711081723266,<1H OCEAN,14999.0
-116.94304376498634,33.47231053498162,18.6,1617.9714951771246,226.03435696219893,679.4140194888259,205.97023156610555,10.241043351456977,<1H OCEAN,14999.0
-118.36843839798551,34.135999210196545,46.4,695.9406583467361,449.0387574480937,806.396108978753,397.6425046959525,2.2864135637224914,NEAR OCEAN,14999.0
